Date,Low,Low Change
2023-06-28,248.89,8.039999999999992
2023-06-29,253.61,4.720000000000027
2023-06-30,259.89,6.279999999999973
2023-07-03,275.11,15.220000000000027
2023-07-05,277.6,2.490000000000009
2023-07-06,272.88,-4.720000000000027
2023-07-07,273.77,0.8899999999999864
2023-07-10,265.1,-8.669999999999959
2023-07-11,266.37,1.2699999999999818
2023-07-12,271.46,5.089999999999975
2023-07-13,270.6,-0.8599999999999568
2023-07-14,276.31,5.7099999999999795
2023-07-17,283.57,7.259999999999991
2023-07-18,286.01,2.4399999999999977
2023-07-19,289.52,3.509999999999991
2023-07-20,261.2,-28.319999999999993
2023-07-21,255.8,-5.399999999999977
2023-07-24,254.12,-1.6800000000000068
2023-07-25,265.0,10.879999999999995
2023-07-26,261.75,-3.25
2023-07-27,255.3,-6.449999999999989
2023-07-28,258.23,2.930000000000007
2023-07-31,263.78,5.5499999999999545
2023-08-01,260.25,-3.5299999999999727
2023-08-02,250.49,-9.759999999999991
2023-08-03,252.0,1.509999999999991
2023-08-04,253.11,1.1100000000000136
2023-08-07,242.76,-10.350000000000023
2023-08-08,245.01,2.25
2023-08-09,241.9,-3.109999999999985
2023-08-10,243.0,1.0999999999999943
2023-08-11,238.02,-4.97999999999999
2023-08-14,233.75,-4.27000000000001
2023-08-15,232.61,-1.1399999999999864
2023-08-16,225.38,-7.230000000000018
2023-08-17,218.83,-6.549999999999983
2023-08-18,212.36,-6.469999999999999
2023-08-21,220.58,8.219999999999999
2023-08-22,229.55,8.969999999999999
2023-08-23,229.29,-0.2600000000000193
2023-08-24,228.18,-1.1099999999999852
2023-08-25,230.35,2.1699999999999875
2023-08-28,235.35,5.0
2023-08-29,237.77,2.420000000000016
2023-08-30,250.59,12.819999999999993
2023-08-31,255.05,4.460000000000008
2023-09-01,242.01,-13.04000000000002
2023-09-05,244.86,2.8500000000000227
2023-09-06,245.06,0.19999999999998863
2023-09-07,243.27,-1.789999999999992
2023-09-08,246.67,3.3999999999999773
2023-09-11,260.61,13.940000000000026
2023-09-12,266.6,5.990000000000009
2023-09-13,268.1,1.5
2023-09-14,270.42,2.319999999999993
2023-09-15,271.0,0.5799999999999841
2023-09-18,263.76,-7.240000000000009
2023-09-19,261.2,-2.5600000000000023
2023-09-20,262.46,1.259999999999991
2023-09-21,254.21,-8.249999999999972
2023-09-22,244.48,-9.730000000000018
2023-09-25,238.31,-6.1699999999999875
2023-09-26,241.66,3.3499999999999943
2023-09-27,234.58,-7.079999999999984
2023-09-28,238.65,4.069999999999993
2023-09-29,246.35,7.699999999999989
2023-10-02,242.62,-3.7299999999999898
2023-10-03,244.45,1.829999999999984
2023-10-04,247.6,3.1500000000000057
2023-10-05,256.25,8.650000000000006
2023-10-06,250.65,-5.599999999999994
2023-10-09,252.05,1.4000000000000057
2023-10-10,257.65,5.599999999999966
2023-10-11,260.9,3.25
2023-10-12,256.63,-4.269999999999982
2023-10-13,250.22,-6.409999999999997
2023-10-16,248.48,-1.740000000000009
2023-10-17,247.08,-1.3999999999999773
2023-10-18,242.08,-5.0
2023-10-19,216.78,-25.30000000000001
2023-10-20,210.42,-6.360000000000014
2023-10-23,202.51,-7.909999999999997
2023-10-24,214.11,11.600000000000023
2023-10-25,212.2,-1.910000000000025
2023-10-26,204.88,-7.319999999999993
2023-10-27,205.77,0.8900000000000148
2023-10-30,194.67,-11.100000000000023
2023-10-31,194.07,-0.5999999999999943
2023-11-01,197.85,3.780000000000001
2023-11-02,211.45,13.599999999999994
2023-11-03,218.4,6.950000000000017
2023-11-06,215.0,-3.4000000000000057
2023-11-07,215.72,0.7199999999999989
2023-11-08,217.64,1.9199999999999875
2023-11-09,206.68,-10.95999999999998
2023-11-10,205.69,-0.9900000000000091
2023-11-13,211.61,5.920000000000016
2023-11-14,230.72,19.109999999999985
2023-11-15,236.45,5.72999999999999
2023-11-16,230.96,-5.489999999999981
2023-11-17,226.54,-4.420000000000016
2023-11-20,231.02,4.480000000000018
2023-11-21,233.34,2.319999999999993
2023-11-22,231.4,-1.9399999999999977
2023-11-24,232.33,0.9300000000000068
2023-11-27,232.1,-0.2300000000000182
2023-11-28,234.01,1.9099999999999966
2023-11-29,242.76,8.75
2023-11-30,236.91,-5.849999999999994
2023-12-01,231.9,-5.009999999999991
2023-12-04,233.29,1.3899999999999864
2023-12-05,233.7,0.4099999999999966
2023-12-06,239.17,5.469999999999999
2023-12-07,236.98,-2.1899999999999977
2023-12-08,239.27,2.2900000000000205
2023-12-11,237.45,-1.8200000000000216
2023-12-12,233.87,-3.579999999999984
2023-12-13,228.2,-5.670000000000016
2023-12-14,240.79,12.590000000000003
2023-12-15,248.3,7.510000000000019
2023-12-18,251.36,3.0600000000000023
2023-12-19,253.01,1.6499999999999773
2023-12-20,247.0,-6.009999999999991
2023-12-21,248.55,1.5500000000000114
2023-12-22,251.37,2.819999999999993
2023-12-26,252.91,1.539999999999992
2023-12-27,257.52,4.609999999999985
2023-12-28,252.71,-4.809999999999974
2023-12-29,247.43,-5.280000000000001
2024-01-02,244.41,-3.0200000000000102
2024-01-03,236.32,-8.090000000000003
2024-01-04,237.73,1.4099999999999966
2024-01-05,234.9,-2.829999999999984
2024-01-08,235.3,0.4000000000000057
2024-01-09,232.04,-3.2600000000000193
2024-01-10,231.29,-0.75
2024-01-11,225.37,-5.9199999999999875
2024-01-12,217.15,-8.219999999999999
2024-01-16,212.18,-4.969999999999999
2024-01-17,212.01,-0.17000000000001592
2024-01-18,208.74,-3.269999999999982
2024-01-19,207.56,-1.1800000000000068
2024-01-22,206.27,-1.289999999999992
2024-01-23,207.75,1.4799999999999898
2024-01-24,206.77,-0.9799999999999898
2024-01-25,180.06,-26.710000000000008
2024-01-26,182.1,2.039999999999992
2024-01-29,183.67,1.5699999999999932
2024-01-30,190.61,6.940000000000026
2024-01-31,185.85,-4.760000000000019
2024-02-01,184.28,-1.5699999999999932
2024-02-02,182.0,-2.280000000000001
2024-02-05,175.01,-6.990000000000009
2024-02-06,177.11,2.1000000000000227
2024-02-07,182.68,5.569999999999993
2024-02-08,185.58,2.9000000000000057
2024-02-09,189.48,3.8999999999999773
2024-02-12,187.28,-2.1999999999999886
2024-02-13,182.11,-5.1699999999999875
2024-02-14,183.35,1.2399999999999807
2024-02-15,188.86,5.510000000000019
2024-02-16,197.4,8.539999999999992
2024-02-20,189.13,-8.27000000000001
2024-02-21,191.95,2.819999999999993
2024-02-22,191.36,-0.589999999999975
2024-02-23,191.5,0.13999999999998636
2024-02-26,192.0,0.5
2024-02-27,198.26,6.259999999999991
2024-02-28,198.44,0.18000000000000682
2024-02-29,198.45,0.009999999999990905
2024-03-01,198.5,0.05000000000001137
2024-03-04,186.72,-11.780000000000001
2024-03-05,177.57,-9.150000000000006
2024-03-06,173.7,-3.8700000000000045
2024-03-07,173.7,0.0
2024-03-08,174.7,1.0
2024-03-11,174.8,0.10000000000002274
2024-03-12,172.41,-2.390000000000015
2024-03-13,169.15,-3.259999999999991
2024-03-14,160.51,-8.640000000000015
2024-03-15,160.76,0.25
2024-03-18,165.9,5.140000000000015
2024-03-19,167.42,1.5199999999999818
2024-03-20,170.82,3.4000000000000057
2024-03-21,171.8,0.9800000000000182
2024-03-22,166.3,-5.5
2024-03-25,168.73,2.4299999999999784
2024-03-26,177.38,8.650000000000006
2024-03-27,176.0,-1.3799999999999955
2024-03-28,175.3,-0.6999999999999886
2024-04-01,170.21,-5.090000000000003
2024-04-02,163.43,-6.780000000000001
2024-04-03,163.28,-0.15000000000000568
2024-04-04,168.01,4.72999999999999
2024-04-05,160.51,-7.5
2024-04-08,167.79,7.280000000000001
2024-04-09,171.92,4.1299999999999955
2024-04-10,170.01,-1.9099999999999966
2024-04-11,168.51,-1.5
2024-04-12,170.36,1.8500000000000227
2024-04-15,161.38,-8.980000000000018
2024-04-16,153.75,-7.6299999999999955
2024-04-17,153.78,0.030000000000001137
2024-04-18,148.7,-5.0800000000000125
2024-04-19,146.22,-2.4799999999999898
2024-04-22,138.8,-7.4199999999999875
2024-04-23,141.11,2.3100000000000023
2024-04-24,157.51,16.399999999999977
2024-04-25,158.36,0.8500000000000227
2024-04-26,166.37,8.009999999999991
2024-04-29,184.54,18.169999999999987
2024-04-30,182.84,-1.6999999999999886
2024-05-01,179.01,-3.8300000000000125
2024-05-02,176.02,-2.9899999999999807
2024-05-03,178.42,2.3999999999999773
2024-05-06,182.2,3.780000000000001
2024-05-07,177.4,-4.799999999999983
2024-05-08,170.15,-7.25
2024-05-09,171.37,1.2199999999999989
2024-05-10,167.75,-3.6200000000000045
2024-05-13,169.0,1.25
2024-05-14,174.07,5.069999999999993
2024-05-15,173.11,-0.9599999999999795
2024-05-16,171.43,-1.6800000000000068
2024-05-17,172.75,1.3199999999999932
2024-05-20,173.52,0.7700000000000102
2024-05-21,174.71,1.1899999999999977
2024-05-22,178.12,3.4099999999999966
2024-05-23,173.26,-4.860000000000014
2024-05-24,173.73,0.46999999999999886
2024-05-28,173.16,-0.5699999999999932
2024-05-29,173.93,0.7700000000000102
2024-05-30,175.38,1.4499999999999886
2024-05-31,173.82,-1.5600000000000023
2024-06-03,174.49,0.6700000000000159
2024-06-04,174.0,-0.4900000000000091
2024-06-05,172.13,-1.8700000000000045
2024-06-06,172.73,0.5999999999999943
2024-06-07,175.58,2.8500000000000227
2024-06-10,173.17,-2.410000000000025
2024-06-11,167.41,-5.759999999999991
2024-06-12,169.8,2.390000000000015
2024-06-13,181.23,11.429999999999978
2024-06-14,176.92,-4.310000000000002
2024-06-17,177.0,0.0800000000000125
2024-06-18,182.37,5.3700000000000045
2024-06-20,179.66,-2.710000000000008
2024-06-21,180.69,1.0300000000000011
2024-06-24,182.55,1.8600000000000136
2024-06-25,182.01,-0.5400000000000205
2024-06-26,186.36,4.350000000000023
2024-06-27,194.05,7.689999999999998
2024-06-28,195.26,1.2099999999999795
2024-07-01,200.85,5.590000000000003
2024-07-02,218.06,17.210000000000008
2024-07-03,234.25,16.189999999999998
2024-07-05,242.46,8.210000000000008
2024-07-08,244.57,2.109999999999985
2024-07-09,250.3,5.730000000000018
2024-07-10,257.86,7.560000000000002
2024-07-11,239.65,-18.210000000000008
2024-07-12,233.09,-6.560000000000002
2024-07-15,251.73,18.639999999999986
2024-07-16,245.8,-5.929999999999978
2024-07-17,246.18,0.37999999999999545
2024-07-18,247.2,1.0199999999999818
2024-07-19,236.83,-10.369999999999976
2024-07-22,243.75,6.9199999999999875
2024-07-23,245.63,1.8799999999999955
2024-07-24,214.71,-30.919999999999987
2024-07-25,216.23,1.5199999999999818
2024-07-26,215.33,-0.8999999999999773
2024-07-29,224.7,9.369999999999976
2024-07-30,220.0,-4.699999999999989
2024-07-31,226.79,6.789999999999992
2024-08-01,214.33,-12.45999999999998
2024-08-02,205.78,-8.550000000000011
2024-08-05,182.0,-23.78
2024-08-06,192.67,10.669999999999987
2024-08-07,191.48,-1.1899999999999977
2024-08-08,192.04,0.5600000000000023
2024-08-09,195.11,3.0700000000000216
2024-08-12,194.67,-0.44000000000002615
2024-08-13,197.06,2.390000000000015
2024-08-14,198.75,1.6899999999999977
2024-08-15,204.82,6.069999999999993
2024-08-16,210.8,5.980000000000018
2024-08-19,214.09,3.289999999999992
2024-08-20,219.56,5.469999999999999
2024-08-21,218.86,-0.6999999999999886
2024-08-22,210.32,-8.54000000000002
2024-08-23,214.21,3.890000000000015
2024-08-26,211.01,-3.200000000000017
2024-08-27,206.94,-4.069999999999993
2024-08-28,202.59,-4.349999999999994
2024-08-29,205.97,3.3799999999999955
2024-08-30,207.03,1.0600000000000023
2024-09-03,209.64,2.609999999999985
2024-09-04,210.57,0.9300000000000068
2024-09-05,222.25,11.680000000000007
2024-09-06,210.51,-11.740000000000009
2024-09-09,213.67,3.1599999999999966
2024-09-10,218.64,4.969999999999999
2024-09-11,216.8,-1.839999999999975
2024-09-12,223.83,7.030000000000001
2024-09-13,226.32,2.4899999999999807
2024-09-16,223.53,-2.789999999999992
2024-09-17,226.55,3.0200000000000102
2024-09-18,226.88,0.3299999999999841
2024-09-19,232.13,5.25
2024-09-20,235.92,3.789999999999992
2024-09-23,241.92,6.0
2024-09-24,249.05,7.130000000000024
2024-09-25,252.28,3.2299999999999898
2024-09-26,251.53,-0.75
2024-09-27,254.12,2.5900000000000034
2024-09-30,255.77,1.6500000000000057
2024-10-01,248.53,-7.240000000000009
2024-10-02,241.5,-7.030000000000001
2024-10-03,237.81,-3.6899999999999977
2024-10-04,244.58,6.77000000000001
2024-10-07,240.7,-3.880000000000024
2024-10-08,240.56,-0.13999999999998636
2024-10-09,239.51,-1.0500000000000114
2024-10-10,232.34,-7.1699999999999875
2024-10-11,214.38,-17.960000000000008
2024-10-14,213.74,-0.6399999999999864
2024-10-15,217.12,3.3799999999999955
2024-10-16,218.93,1.8100000000000023
2024-10-17,217.9,-1.0300000000000011
2024-10-18,219.23,1.329999999999984
2024-10-21,215.73,-3.5
2024-10-22,215.26,-0.46999999999999886
2024-10-23,212.11,-3.1499999999999773
2024-10-24,242.65,30.539999999999992
2024-10-25,255.32,12.669999999999987
2024-10-28,262.24,6.920000000000016
2024-10-29,255.51,-6.730000000000018
2024-10-30,255.82,0.3100000000000023
2024-10-31,249.25,-6.569999999999993
2024-11-01,246.63,-2.6200000000000045
2024-11-04,238.88,-7.75
2024-11-05,246.21,7.3300000000000125
2024-11-06,275.62,29.409999999999997
2024-11-07,285.52,9.899999999999977
2024-11-08,297.66,12.140000000000043
2024-11-11,336.0,38.339999999999975
2024-11-12,323.31,-12.689999999999998
2024-11-13,322.5,-0.8100000000000023
2024-11-14,310.37,-12.129999999999995
2024-11-15,309.22,-1.1499999999999773
2024-11-18,330.01,20.789999999999964
2024-11-19,332.75,2.740000000000009
2024-11-20,334.3,1.5500000000000114
2024-11-21,335.28,0.9799999999999613
2024-11-22,337.7,2.420000000000016
2024-11-25,338.2,0.5
2024-11-26,335.66,-2.5399999999999636
2024-11-27,326.59,-9.07000000000005
2024-11-29,334.65,8.060000000000002
2024-12-02,351.15,16.5
2024-12-03,348.2,-2.9499999999999886
2024-12-04,348.6,0.4000000000000341
2024-12-05,359.5,10.899999999999977
2024-12-06,370.8,11.300000000000011
2024-12-09,378.01,7.2099999999999795
2024-12-10,390.85,12.840000000000032
2024-12-11,402.38,11.529999999999973
2024-12-12,415.0,12.620000000000005
2024-12-13,415.71,0.7099999999999795
2024-12-16,436.15,20.439999999999998
2024-12-17,457.51,21.360000000000014
2024-12-18,427.01,-30.5
2024-12-19,420.02,-6.990000000000009
2024-12-20,417.64,-2.3799999999999955
2024-12-23,415.41,-2.2299999999999613
2024-12-24,435.14,19.72999999999996
2024-12-26,451.02,15.879999999999995
2024-12-27,426.5,-24.519999999999982
2024-12-30,415.75,-10.75
2024-12-31,402.54,-13.20999999999998
2025-01-02,373.04,-29.5
2025-01-03,379.45,6.409999999999968
2025-01-06,401.7,22.25
